Title,Price,Number of Buyers,Number of Ratings,Rating,Image Link
Jeans for Women | Jeans Pant for Women | Baggy Jeans for Women | Women Jeans | Baggy Jeans for Women High Waist | Bell Bottom Jeans for Women,569,M.R.P:,349,4.0 out of 5 stars,https://m.media-amazon.com/images/I/610a567ZcKL._AC_UL320_.jpg
Women Loose Fit Parachute Trousers | High Waist Cargo Pant,599,50+ bought in past month,1,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61CVeewb+vL._AC_UL320_.jpg
Men Trouser || Men Trouser Pants || Men Trouser Pants Cotton || Trouser for Men(Trouser),649,M.R.P:,46,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51MPOsMNsaL._AC_UL320_.jpg
Stretchable Gym Pants for Women & Tights for Women Workout with Mesh Insert & Side Pockets (2670),329,50+ bought in past month,"2,473",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61kn0x3ACUL._AC_UL320_.jpg
Boys 100% Cotton Solid Print Track Pants (Joggers),349,M.R.P:,"1,024",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71+x2FRTmWL._AC_UL320_.jpg
Men Regular Fit Track Pants,"1,396.",M.R.P:,953,4.4 out of 5 stars,https://m.media-amazon.com/images/I/51eaazkJaWL._AC_UL320_.jpg
Women's & Girls' Solid High Waist with Pockets Cargo Pants Trouser for Women | Track Pant for Women | Cargo Style Trouser Track Pants for Women,590,M.R.P:,N/A,N/A,https://m.media-amazon.com/images/I/61z5dIWb9ML._AC_UL320_.jpg
Men's Lycra Blend Stylish Slim Fit Trousers | Formal Trousers for Men | Men's Trousers for Office | Trousers for Men | Men's Regular Trouser | Formal Pants for Men,982,(₹327.33₹327.33/count),1,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71QQN3q4zBL._AC_UL320_.jpg
TFC DailyWear Woolen Pajama for Women|Free Size,699,N/A,N/A,N/A,https://m.media-amazon.com/images/I/41d9uiP4kDL._AC_UL320_.jpg
Boy's Regular Track Pants,575,M.R.P:,3,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61vjmBu8tKL._AC_UL320_.jpg
Men's Regular Casual Pants,939,M.R.P:,2,1.5 out of 5 stars,https://m.media-amazon.com/images/I/61UbrKjXN7L._AC_UL320_.jpg
Men Regular Fit Pants,899,M.R.P:,7,3.5 out of 5 stars,https://m.media-amazon.com/images/I/51dB+pUfJRL._AC_UL320_.jpg
Boys' Joggers Track Pant,479,M.R.P:,99,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71fvfF-vkLL._AC_UL320_.jpg
Track Pant for Men || Track Pants || Plain Track Pant (TP-16-19),411,M.R.P:,247,3.6 out of 5 stars,https://m.media-amazon.com/images/I/313+Y593tcL._AC_UL320_.jpg
"Men's Athletic Fit Polyester, Cotton Track Pants","1,249",M.R.P:,59,3.7 out of 5 stars,https://m.media-amazon.com/images/I/51FNZTyQ4yL._AC_UL320_.jpg
Men's Slim Fit Flexi Waist Casual Pants,"1,699",M.R.P:,411,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71nvyIapqYL._AC_UL320_.jpg
Men's Trouser II Men's Regular Casual Pants II Men's Regular Fit Casual Trouser (Trousers-120),284,M.R.P:,136,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61VhkEAKfYL._AC_UL320_.jpg
Men Cargo Pants,649,M.R.P:,231,4.1 out of 5 stars,https://m.media-amazon.com/images/I/719l1NWrPRL._AC_UL320_.jpg
Men's Slim Fit Stretch Knit Pants - Smart Casual | Flexi Waist,"1,399",M.R.P:,104,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61Chb1dL6+L._AC_UL320_.jpg
Men Smart Cotton Lycra Joggers,749,M.R.P:,2,4.5 out of 5 stars,https://m.media-amazon.com/images/I/51ws-rVjObL._AC_UL320_.jpg
Track Pant for Men | Trouser Pant for Men | Track Pant for Men Loose Fit | Sports Track Pant for Men | Track Pant Men | Men Stylish Track Pant,369,100+ bought in past month,123,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61yWIofwX6L._AC_UL320_.jpg
Men Slim Work Utility Pants,"1,209",M.R.P:,1,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51ZuUOyAQUL._AC_UL320_.jpg
Men's Slim Fit Casual Pants,885,M.R.P:,43,3.8 out of 5 stars,https://m.media-amazon.com/images/I/51RJhL+VeNL._AC_UL320_.jpg
Men's Stretchable Casual Pants | Scoop Pocket Chinos | Trousers (Slim Fit),699,M.R.P:,"6,065",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61xKRetXvrL._AC_UL320_.jpg
McHenry Men's Solid Formal Regular Fit Wrinkle Free PolyViscose Trousers,799,50+ bought in past month,"8,647",3.7 out of 5 stars,https://m.media-amazon.com/images/I/8107q7wtOvL._AC_UL320_.jpg
Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),379,50+ bought in past month,"14,506",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81rtGqr3WVL._AC_UL320_.jpg
Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain-Regular Fit,359,50+ bought in past month,"29,430",3.9 out of 5 stars,https://m.media-amazon.com/images/I/81ufCEY5ZNL._AC_UL320_.jpg
relaxfit Skin Soft Pure Cotton Plain Hosiery Lower (Trackpant) for Men ( Size AVAIABLE S to 6XL,551,M.R.P:,8,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61CdNFykvmL._AC_UL320_.jpg
Mens Cotton Relaxed Fit Jeans,949,M.R.P:,N/A,N/A,https://m.media-amazon.com/images/I/51+JLwIGacL._AC_UL320_.jpg
Men's Solid Regular Fit Sports T-Shirt,279,M.R.P:,"3,509",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51sleWRdY9L._AC_UL320_.jpg
Men's Regular Fit Cotton Trackpants,699,100+ bought in past month,132,3.9 out of 5 stars,https://m.media-amazon.com/images/I/71lhYHSDY0L._AC_UL320_.jpg
"Men Combo Track Pant with Lycra Elastic Jogger Suitable for Active Wear, Jogger Yoga Wear, Sports (Pack of 2)",379,100+ bought in past month,896,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41tC6RU26KL._AC_UL320_.jpg
Men's Cotton Rich Striped Polo T Shirt | Collar Tshirts | Half Sleeves - Regular Fit (Available in Plus Size),399,M.R.P:,"12,528",3.9 out of 5 stars,https://m.media-amazon.com/images/I/81k46fTGTqL._AC_UL320_.jpg
Men's Slim Fit Flexi Waist Casual Pants,"1,799",M.R.P:,411,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71DKPEImteL._AC_UL320_.jpg
Men's Trouser II Men's Regular Casual Pants II Men's Regular Fit Casual Trouser (Trousers-120),284,M.R.P:,136,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61VhkEAKfYL._AC_UL320_.jpg
Men's Cargo || Men Cargo Pants || Men Cargo Pants Denim || Loose Pant for Men || Cargos for Men,749,200+ bought in past month,65,4.3 out of 5 stars,https://m.media-amazon.com/images/I/51lcQ3qe1bL._AC_UL320_.jpg
Men Casual Trousers,599,M.R.P:,114,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51pgOxK8ZxL._AC_UL320_.jpg
Men Cargo Pants,649,M.R.P:,231,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71ZeSkSNGFL._AC_UL320_.jpg
Solid Cotton Cargo Joggers for Men,"1,424",M.R.P:,4,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71LxWKlFHPL._AC_UL320_.jpg
"Regular Fit Cotton Vest for Men | 100% Cotton Fabric, Anti-bacterial finish",347,100+ bought in past month,"1,940",4.4 out of 5 stars,https://m.media-amazon.com/images/I/61XLExzXyQL._AC_UL320_.jpg
Men's Full Length Cotton Poly Stretch Jeans,849,M.R.P:,7,3.4 out of 5 stars,https://m.media-amazon.com/images/I/41KxJ+0KkSL._AC_UL320_.jpg
Men Regular Fit Track Pants,999,M.R.P:,6,3.4 out of 5 stars,https://m.media-amazon.com/images/I/61huI3W8DyL._AC_UL320_.jpg
Men's Slim Jeans,839,M.R.P:,96,3.5 out of 5 stars,https://m.media-amazon.com/images/I/519Y1-mWqnL._AC_UL320_.jpg
Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),599,M.R.P:,"14,506",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71jP7uOISSL._AC_UL320_.jpg
McHenry Men's Wrinkle Free Polyester Blended Stretchable Self Design Formal Regular Fit Trousers,799,M.R.P:,527,3.6 out of 5 stars,https://m.media-amazon.com/images/I/51g1fEVYjbL._AC_UL320_.jpg
Men's Slim Fit Checked Formal Trousers,649,M.R.P:,38,3.6 out of 5 stars,https://m.media-amazon.com/images/I/510PZky214L._AC_UL320_.jpg
Men Casual Cotton Pants | Chinos | Trousers (Regular Fit),629,100+ bought in past month,"16,983",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71rQD1ndKpL._AC_UL320_.jpg
McHenry Men's Wrinkle Free Stretchable Self Design Formal Regular Fit Trousers,799,M.R.P:,206,3.6 out of 5 stars,https://m.media-amazon.com/images/I/61rrzkGtpSL._AC_UL320_.jpg
Men's Slim Fit Track Pants,398,50+ bought in past month,"3,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61yfHQZPDoL._AC_UL320_.jpg
Boy's Regular Fit Track Pants,499,M.R.P:,11,3.9 out of 5 stars,https://m.media-amazon.com/images/I/619Jy7eh+SL._AC_UL320_.jpg
Jeans for Men || Baggy Jeans for Men || Men Jeans Pants || Denim Jeans,699,M.R.P:,7,4.6 out of 5 stars,https://m.media-amazon.com/images/I/81fAExjB2RL._AC_UL320_.jpg
"Women Cotton Pant Stretchable Half-Elasticated Waist Regular Slim Fit Trouser, Pocket Pants for Office School Formal Casual Daily Use",759,100+ bought in past month,422,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61b9toak60L._AC_UL320_.jpg
Men's Slim Fit Flexi Waist Casual Pants,"1,699",M.R.P:,411,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71jfMhZZLQL._AC_UL320_.jpg
Men Cargo Pants,349,M.R.P:,231,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71ueMkgx7KL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men,699,M.R.P:,62,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51EA3npenEL._AC_UL320_.jpg
Men Casual Trousers,599,M.R.P:,114,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51pgOxK8ZxL._AC_UL320_.jpg
"Office Joggers Lite for Men, Comfortable Trousers with Stretchablity","1,299",M.R.P:,5,5.0 out of 5 stars,https://m.media-amazon.com/images/I/41uHYaf3fyL._AC_UL320_.jpg
Luxury PV Stretchable Casual Pants for Men | Stylish Slim Fit Men's Wear Trousers for Office or Party | Mens Fashion Dress Trouser with Expandable Waist & 4 Way Stretch,"1,499",50+ bought in past month,"1,261",3.8 out of 5 stars,https://m.media-amazon.com/images/I/61fCA6UC-dL._AC_UL320_.jpg
"Men Combo Track Pant with Lycra Elastic Jogger Suitable for Active Wear, Jogger Yoga Wear, Sports (Pack of 2)",379,50+ bought in past month,896,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41Op4N6utFL._AC_UL320_.jpg
Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain-Regular Fit,359,M.R.P:,"29,430",3.9 out of 5 stars,https://m.media-amazon.com/images/I/81aN1dXJ+CL._AC_UL320_.jpg
Men Cotton Chino Shorts | Casual Half Pants | Bermuda,549,M.R.P:,"5,840",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71CqIqowb1L._AC_UL320_.jpg
Men's Slim Fit Black Stretch Jeans,489,M.R.P:,"6,264",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41B8msPlq0L._AC_UL320_.jpg
Men's Regular Casual Pants,499,M.R.P:,33,3.5 out of 5 stars,https://m.media-amazon.com/images/I/61z3341Np7L._AC_UL320_.jpg
Men's Regular Track Pants,598,300+ bought in past month,"1,635",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61ixPCkIqVL._AC_UL320_.jpg
Regular Fit Super Stretchable Track Pant for Men,449,200+ bought in past month,"1,017",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61FFFxHF6AL._AC_UL320_.jpg
"Men's Cargo Pants, Multi-Pocket Design, Drawstring Ankle Cuffs",379,50+ bought in past month,4,2.1 out of 5 stars,https://m.media-amazon.com/images/I/5194QedaySL._AC_UL320_.jpg
"Women Cotton Pant Stretchable Half-Elasticated Waist Regular Slim Fit Trouser, Pocket Pants for Office School Formal Casual Daily Use",759,100+ bought in past month,422,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61b9toak60L._AC_UL320_.jpg
Solid Drawstring Relexed Fit Straight Leg Pants for Men's,649,50+ bought in past month,53,3.3 out of 5 stars,https://m.media-amazon.com/images/I/51kdcxnqmhL._AC_UL320_.jpg
"Women Regular Fit Elastic Waist Full Length Cotton Formal Trouser for Casual Wear, Office Wear",320,100+ bought in past month,"2,472",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71senYLJz7L._AC_UL320_.jpg
Men's Trouser || Men's Regular Trouser || Men's Regular Fit Casual Trouser (Tro-05-08),549,M.R.P:,596,3.3 out of 5 stars,https://m.media-amazon.com/images/I/61i2UPvxI4L._AC_UL320_.jpg
"Men's Cotton Blend Track Pants for Active Lifestyles, Stylish Design Comfortable and Versatile Active Wear Combo Pack of 2|81",499,100+ bought in past month,5,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71TKAy1Ii7L._AC_UL320_.jpg
Baggy Cargo Pant Trouser for Men,594,100+ bought in past month,82,3.3 out of 5 stars,https://m.media-amazon.com/images/I/51eG0cxt1fL._AC_UL320_.jpg
Men's Loose Pants,499,100+ bought in past month,136,3.0 out of 5 stars,https://m.media-amazon.com/images/I/61DWilcxm4L._AC_UL320_.jpg
"Men Athleisure Smart Tech Regular Fit Trackpants - Easy Stain Release, Anti Stat, Ultra Soft",819,100+ bought in past month,"2,478",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81eQleWjVoL._AC_UL320_.jpg
Women's High Rise Cotton Blend Relaxed Fit Trousers,349,100+ bought in past month,"1,264",3.6 out of 5 stars,https://m.media-amazon.com/images/I/51KHayP5WIL._AC_UL320_.jpg
Track Pant for Men || Men Track Pant || Track Pant (TP-34-35),349,M.R.P:,31,5.0 out of 5 stars,https://m.media-amazon.com/images/I/616-OWCV8cL._AC_UL320_.jpg
Men's Stretchable Stretchable Formal Pant Trousers | Stylish Slim Fit Men's Wear Trousers for Office or Party | Polycotton Knitted Fabric,330,100+ bought in past month,12,3.4 out of 5 stars,https://m.media-amazon.com/images/I/71VcG9VD23L._AC_UL320_.jpg
Men's Checkmate 100% Super Combed Cotton Casual Style Pyjamas With Dual Side Pockets And No Marks Waistband,658,100+ bought in past month,"5,007",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71zoEzZDS5L._AC_UL320_.jpg
"Men Combo Track Pant with Lycra Elastic Jogger Suitable for Active Wear, Jogger Yoga Wear, Sports (Pack of 2)",379,100+ bought in past month,896,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41fC2+iWluL._AC_UL320_.jpg
Men's Round Neck Regular Dry Fit Gym Sports Regular Fit T-Shirt,319,M.R.P:,"2,289",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71PGo8+DE1L._AC_UL320_.jpg
Men's Slim Fit Work Utility Pants,899,M.R.P:,49,3.7 out of 5 stars,https://m.media-amazon.com/images/I/61b5KLoorrL._AC_UL320_.jpg
Trouser Pant for Men | Track Pant for Men Loose Fit | Sports Track Pant for Men | Track Pant Men | Men Stylish Track Pant,379,1K+ bought in past month,252,3.9 out of 5 stars,https://m.media-amazon.com/images/I/51q+2tyUemL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-13-16),549,50+ bought in past month,237,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61LoR-kg5CL._AC_UL320_.jpg
Men's Trouser II Men's Regular Casual Pants II Men's Regular Fit Casual Trouser (Trousers-120),284,M.R.P:,136,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61xs2GCa7hL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-26-29),499,300+ bought in past month,250,4.4 out of 5 stars,https://m.media-amazon.com/images/I/512sSoHwolL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-34-37),599,100+ bought in past month,131,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61kjvN8OtvL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-38-41),549,1K+ bought in past month,612,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61j9jJhrStL._AC_UL320_.jpg
Track Pant for Men || Track Pants || Plain Track Pant (Track-06-08),379,1K+ bought in past month,"3,419",3.8 out of 5 stars,https://m.media-amazon.com/images/I/610IIi6wHuL._AC_UL320_.jpg
Luxury PV Lycra Stretchable Formal Pants for Men | Stylish Slim Fit Men's Wear Trousers for Office or Party | Mens Fashion Dress Trouser Pant,"1,499",100+ bought in past month,"1,574",3.8 out of 5 stars,https://m.media-amazon.com/images/I/716sdEm10ML._AC_UL320_.jpg
Stretchable Formal Pants for Plus Size Men | Stylish Slim Fit Luxury PV Lycra Men's Wear Trousers for Office or Party | Mens Fashion Dress Trouser Pant,"1,599",M.R.P:,47,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61H1Q4CPilL._AC_UL320_.jpg
Men T-Shirt || T-Shirt for Men || Plain T Shirt || T-Shirt (RIB),339,100+ bought in past month,"3,816",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71AEwEupFuL._AC_UL320_.jpg
T Shirt for Men || Men T-Shirt || || Men Polo T-Shirt || Men Pain T-Shirt (plainpolo),339,M.R.P:,824,3.6 out of 5 stars,https://m.media-amazon.com/images/I/71DIiFW3uDL._AC_UL320_.jpg
Men's Denim Cotton Oversized Loose Baggy Fit Jeans Pants for Men,699,100+ bought in past month,506,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61vM-d6ijBL._AC_UL320_.jpg
Baggy Cargo Pant Trouser for Men,589,M.R.P:,32,4.8 out of 5 stars,https://m.media-amazon.com/images/I/51+QBpGWyBL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cago-22-25),519,200+ bought in past month,258,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61LbbOemKBL._AC_UL320_.jpg
Men's Regular Fit Trackpants,379,200+ bought in past month,"17,306",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61R11o1DC+S._AC_UL320_.jpg
Trouser for Women | Track Pant for Women | Cargo Style Trouser Track Pants for Women | Hight Waist Track Pants for Women | Trousers for Women,289,100+ bought in past month,234,3.8 out of 5 stars,https://m.media-amazon.com/images/I/511CG1E2tcL._AC_UL320_.jpg
Men's Casual Trousers for Men | Slim Fit Trousers for Men |Trousers for Men | Men Formal Pant,399,M.R.P:,"1,252",3.5 out of 5 stars,https://m.media-amazon.com/images/I/61cgpCE7mML._AC_UL320_.jpg
Men Trousers || Men Track Pant || Men Pants (TR-16-19),349,50+ bought in past month,31,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61FaA5mGpfL._AC_UL320_.jpg
Slim Fit Cotton Blend Casual Trousers for Men,465,M.R.P:,495,3.8 out of 5 stars,https://m.media-amazon.com/images/I/510ArWdS2GL._AC_UL320_.jpg
Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-46-49),599,50+ bought in past month,40,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61vMoxKNd1L._AC_UL320_.jpg
Men's Slimfit Casual Pants/Chinos,499,M.R.P:,19,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61J1azEr+AL._AC_UL320_.jpg
Women's Regular Fit Casual Pants,329,50+ bought in past month,560,3.5 out of 5 stars,https://m.media-amazon.com/images/I/61mubKrki-L._AC_UL320_.jpg
Women's & Girls' High Waist Wide Legs Korean Baggy Pants,579,50+ bought in past month,120,2.8 out of 5 stars,https://m.media-amazon.com/images/I/51+mHg5j5FL._AC_UL320_.jpg
Men's Regular Casual Pants,449,M.R.P:,361,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61lehBvcfGL._AC_UL320_.jpg
Men's Solid Lycra Slim Fit Stretchable Casual Wear Comfortable Formal Trousers Pants,454,M.R.P:,237,3.5 out of 5 stars,https://m.media-amazon.com/images/I/51NJvrjVfvL._AC_UL320_.jpg
Men's Cotton Solid Men Stylish Cargo Black Track Pants,399,100+ bought in past month,"7,903",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71r3RWbLWAL._AC_UL320_.jpg
Cargo for Men | Men Cargo Pants | Men Cargo Pants Cotton | Men Cargo | Trousers for Men | Baggy Cargo Pants for Men | Cargos for Men,399,50+ bought in past month,51,3.9 out of 5 stars,https://m.media-amazon.com/images/I/51whtLuYpjL._AC_UL320_.jpg
Women's Flare Leg Bell Bottom Pants Trouser,339,50+ bought in past month,136,4.0 out of 5 stars,https://m.media-amazon.com/images/I/616DFLD-fzL._AC_UL320_.jpg
Track Pant for Men || Men Track Pant || Track Pant (TP-32-33),349,200+ bought in past month,87,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61-Njvr1ESL._AC_UL320_.jpg
Men's Solid Regular Fit T-Shirt,339,300+ bought in past month,"1,684",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71kUxej0QhL._AC_UL320_.jpg
"Men Combo Track Pant with Lycra Elastic Jogger Suitable for Active Wear, Jogger Yoga Wear, Sports (Pack of 2)",379,200+ bought in past month,896,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41NpAQicBqL._AC_UL320_.jpg
Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),379,50+ bought in past month,"14,506",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81rtGqr3WVL._AC_UL320_.jpg
Men Regular Fit Trousers,849,M.R.P:,"1,395",4.1 out of 5 stars,https://m.media-amazon.com/images/I/51TELPv0hHL._AC_UL320_.jpg
Unisex Harem Pants (Trousers) for Adults (Pack of 1) Multi Colors,312,50+ bought in past month,38,4.2 out of 5 stars,https://m.media-amazon.com/images/I/51Ye0-1bPuL._AC_UL320_.jpg
Men Regular Fit Track Pants,"1,365",50+ bought in past month,12,3.9 out of 5 stars,https://m.media-amazon.com/images/I/510hI6Mts4L._AC_UL320_.jpg
Men's Trouser II Men's Regular Casual Pants II Men's Regular Fit Casual Trouser (Trousers-120),284,M.R.P:,136,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61xs2GCa7hL._AC_UL320_.jpg
Men's Slim Fit Stretch Knit Pants - Smart Casual | Flexi Waist,"1,399",M.R.P:,104,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61Chb1dL6+L._AC_UL320_.jpg
Men's Classic Pants,809,M.R.P:,7,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51nkR5kEqjL._AC_UL320_.jpg
Men's Slim Fit Flexi Waist Casual Pants,"1,799",M.R.P:,411,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61ngHnT1sAL._AC_UL320_.jpg
